2000;01;224.24
2000;02;224.24
2000;03;224.24
2000;04;224.24
2000;05;224.24
2000;06;224.24
2000;07;224.24
2000;08;224.24
2000;09;224.24
2000;10;224.24
2000;11;224.24
2000;12;224.24
2001;01;224.24
2001;02;224.24
2001;03;224.24
2001;04;224.24
2001;05;224.24
2001;06;224.24
2001;07;224.24
2001;08;224.24
2001;09;224.24
2001;10;224.24
2001;11;224.24
2001;12;224.24
2002;01;224.24
2002;02;224.24
2002;03;224.24
2002;04;224.24
2002;05;224.24
2002;06;224.24
2002;07;224.24
2002;08;224.24
2002;09;224.24
2002;10;224.24
2002;11;224.24
2002;12;224.24
2003;01;224.24
2003;02;226.79
2003;03;225.89
2003;04;230.51
2003;05;242.19
2003;06;245.17
2003;07;244.03
2003;08;245.59
2003;09;253.05
2003;10;254.54
2003;11;255.70
2003;12;259.36
2004;01;260.86
2004;02;262.59
2004;03;267.10
2004;04;267.60
2004;05;271.61
2004;06;273.10
2004;07;274.57
2004;08;278.50
2004;09;284.23
2004;10;285.00
2004;11;285.78
2004;12;285.72
2005;01;288.44
2005;02;288.63
2005;03;292.29
2005;04;293.26
2005;05;299.38
2005;06;301.96
2005;07;294.68
2005;08;291.27
2005;09;294.56
2005;10;296.29
2005;11;294.64
2005;12;296.41
2006;01;297.90
2006;02;299.04
2006;03;300.57
2006;04;299.02
2006;05;302.17
2006;06;299.38
2006;07;300.06
2006;08;297.47
2006;09;300.02
2006;10;300.68
2006;11;302.00
2006;12;300.12
2007;01;301.29
2007;02;299.93
2007;03;301.12
2007;04;302.29
2007;05;303.82
2007;06;302.93
2007;07;299.62
2007;08;296.13
2007;09;293.55
2007;10;292.78
2007;11;291.70
2007;12;289.23
2008;01;288.97
2008;02;286.37
2008;03;285.85
2008;04;284.02
2008;05;276.38
2008;06;274.38
2008;07;275.78
2008;08;279.67
2008;09;281.07
2008;10;281.66
2008;11;284.36
2008;12;284.91
2009;01;286.76
2009;02;285.95
2009;03;286.96
2009;04;287.11
2009;05;292.25
2009;06;290.93
2009;07;296.85
2009;08;297.50
2009;09;298.45
2009;10;298.90
2009;11;298.69
2009;12;299.07
2010;01;301.51
2010;02;298.07
2010;03;302.62
2010;04;298.27
2010;05;297.86
2010;06;297.39
2010;07;299.24
2010;08;299.85
2010;09;302.30
2010;10;302.66
2010;11;302.83
2010;12;303.68
2011;01;306.63
2011;02;305.83
2011;03;306.76
2011;04;309.16
2011;05;313.96
2011;06;314.74
2011;07;314.87
2011;08;316.01
2011;09;320.03
2011;10;323.79
2011;11;324.96
2011;12;331.17
2012;01;333.23
2012;02;332.91
2012;03;332.05
2012;04;330.50
2012;05;333.09
2012;06;332.51
2012;07;331.78
2012;08;332.13
2012;09;332.76
2012;10;334.92
2012;11;336.25
2012;12;338.74
2013;01;339.00
2013;02;293.49
2013;03;276.76
2013;04;276.83
2013;05;277.39
2013;06;276.79
2013;07;276.46
2013;08;277.55
2013;09;279.20
2013;10;280.15
2013;11;282.12
2013;12;283.80
2014;01;285.75
2014;02;285.95
2014;03;285.75
2014;04;286.73
2014;05;296.78
2014;06;298.14
2014;07;302.65
2014;08;311.59
2014;09;320.97
2014;10;326.41
2014;11;330.59
2014;12;334.67
2015;01;347.96
2015;02;355.99
2015;03;394.62
2015;04;437.41
2015;05;443.61
2015;06;446.17
2015;07;451.70
2015;08;451.36
2015;09;451.65
2015;10;453.46
2015;11;459.70
2015;12;463.56
2016;01;466.95
2016;02;466.24
2016;03;458.96
2016;04;454.00
2016;05;455.67
2016;06;456.08
2016;07;451.85
2016;08;448.18
2016;09;451.86
2016;10;450.20
2016;11;447.47
2016;12;443.20
2017;01;440.06
2017;02;439.10
2017;03;445.57
2017;04;433.51
2017;05;429.66
2017;06;445.04
2017;07;443.87
2017;08;457.61
2017;09;461.56
2017;10;473.97
2017;11;490.55
2017;12;487.46
2018;01;469.46
2018;02;458.22
2018;03;459.45
2018;04;469.68
2018;05;484.52
2018;06;512.27
2018;07;542.05
2018;08;550.45
2018;09;557.23
2018;10;565.28
2018;11;550.29
2018;12;527.98
2019;01;528.71
2019;02;529.27
2019;03;530.34
2019;04;535.79
2019;05;545.00
2019;06;545.37
2019;07;551.89
2019;08;574.10
2019;09;580.94
2019;10;568.59
2019;11;567.73
2019;12;563.63
2020;01;549.62
2020;02;542.76
2020;03;537.70
2020;04;522.53
2020;05;516.35
2020;06;510.69
2020;07;537.82
2020;08;544.60
2020;09;544.50
2020;10;547.03
2020;11;550.38
2020;12;581.86
2021;01;583.68
2021;02;560.18
2021;03;560.97
2021;04;565.07
2021;05;581.09
2021;06;606.30
2021;07;637.45
2021;08;658.71
2021;09;687.79
2021;10;708.01
2021;11;711.95
2021;12;711.27
2022;01;707.49
2022;02;708.90
